date,slot,interval,initial_kwh,effective_kwh,charge_kwh,discharge_kwh,emergency_kwh,spill_kwh,start_kwh,end_kwh,price,net_kwh
2025-02-01,1,00:00-00:10,467.2545440154322,467.2545440154322,0.0,0.0,0.0,45.22417734876552,10800.0,10800.0,0.4248,422.0303666666667
2025-02-01,2,00:10-00:20,471.4817272206297,471.4817272206297,0.0,0.0,0.0,56.07441055396299,10800.0,10800.0,0.4245,415.4073166666667
2025-02-01,3,00:20-00:30,473.29389993700954,473.29389993700954,0.0,0.0,0.0,62.577233270342845,10800.0,10800.0,0.4269,410.7166666666667
2025-02-01,4,00:30-00:40,475.0749980729603,475.0749980729603,0.0,0.0,0.0,44.78019807296033,10800.0,10800.0,0.4272,430.29479999999995
2025-02-01,5,00:40-00:50,482.0474225826889,482.0474225826889,0.0,0.0,0.0,57.6368392493556,10800.0,10800.0,0.4271,424.4105833333333
2025-02-01,6,00:50-01:00,481.62745844351394,481.62745844351394,0.0,0.0,0.0,75.57579177684732,10800.0,10800.0,0.4285,406.0516666666667
2025-02-01,7,01:00-01:10,486.07581750089804,486.07581750089804,0.0,0.0,0.0,49.325634167564715,10800.0,10800.0,0.4311,436.7501833333333
2025-02-01,8,01:10-01:20,479.92831132012407,479.92831132012407,0.0,0.0,0.0,28.130627986790785,10800.0,10800.0,0.4302,451.7976833333333
2025-02-01,9,01:20-01:30,481.6412510392641,481.6412510392641,0.0,0.0,0.0,35.56125103926411,10800.0,10800.0,0.4279,446.08
2025-02-01,10,01:30-01:40,487.31688347258756,487.31688347258756,0.0,0.0,0.0,15.550550139254256,10800.0,10800.0,0.4312,471.7663333333333
2025-02-01,11,01:40-01:50,507.9918991442439,507.9918991442439,0.0,0.0,0.0,59.96593247757727,10800.0,10800.0,0.4333,448.02596666666665
2025-02-01,12,01:50-02:00,516.255744312693,516.255744312693,0.0,0.0,0.0,118.85241097935966,10800.0,10800.0,0.4311,397.40333333333336
2025-02-01,13,02:00-02:10,516.255744312693,516.255744312693,0.0,0.0,0.0,82.16511097935967,10800.0,10800.0,0.4293,434.0906333333333
2025-02-01,14,02:10-02:20,516.255744312693,516.255744312693,0.0,0.0,0.0,25.69482764602634,10800.0,10800.0,0.4324,490.5609166666666
2025-02-01,15,02:20-02:30,521.2584931091658,521.2584931091658,0.0,0.0,0.0,18.038493109165756,10800.0,10800.0,0.4367,503.22
2025-02-01,16,02:30-02:40,523.0201275010335,523.0201275010335,0.0,0.0,0.0,48.94731083436682,10800.0,10800.0,0.4348,474.0728166666667
2025-02-01,17,02:40-02:50,531.4688542859349,531.4688542859349,0.0,0.0,0.0,70.0844542859349,10800.0,10800.0,0.4335,461.38439999999997
2025-02-01,18,02:50-03:00,533.3503553337339,533.3503553337339,0.0,0.0,0.0,56.408688667067224,10800.0,10800.0,0.4357,476.94166666666666
2025-02-01,19,03:00-03:10,531.934329603793,531.934329603793,0.0,0.0,0.0,48.53477960379303,10800.0,10800.0,0.4374,483.39955000000003
2025-02-01,20,03:10-03:20,531.934329603793,531.934329603793,0.0,0.0,0.0,45.33241293712638,10800.0,10800.0,0.4371,486.6019166666667
2025-02-01,21,03:20-03:30,532.4452196283221,532.4452196283221,0.0,0.0,0.0,33.596886294988735,10800.0,10800.0,0.4356,498.84833333333336
2025-02-01,22,03:30-03:40,532.4452196283221,532.4452196283221,0.0,0.0,0.0,14.135486294988823,10800.0,10800.0,0.4353,518.3097333333334
2025-02-01,23,03:40-03:50,532.4452196283221,532.4452196283221,0.0,0.0,0.0,23.31175296165543,10800.0,10800.0,0.436,509.13346666666666
2025-02-01,24,03:50-04:00,565.0848847239549,565.0848847239549,0.0,0.0,0.0,81.46821805728831,10800.0,10800.0,0.4378,483.6166666666666
2025-02-01,25,04:00-04:10,556.4926030681797,556.4926030681797,0.0,0.0,0.0,65.30580306817973,10800.0,10800.0,0.4401,491.1868
2025-02-01,26,04:10-04:20,536.2104686282476,536.2104686282476,0.0,0.0,0.0,31.565185294914215,10800.0,10800.0,0.4389,504.64528333333334
2025-02-01,27,04:20-04:30,556.7628274718812,556.7628274718812,0.0,0.0,0.0,51.18449413854796,10800.0,10800.0,0.4364,505.5783333333333
2025-02-01,28,04:30-04:40,565.0848847239549,565.0848847239549,0.0,0.0,0.0,61.8539180572883,10800.0,10800.0,0.4393,503.2309666666667
2025-02-01,29,04:40-04:50,570.2481417799889,570.2481417799889,0.0,0.0,0.0,67.40139177998896,10800.0,10800.0,0.4422,502.84675
2025-02-01,30,04:50-05:00,570.2481417799889,570.2481417799889,0.0,0.0,0.0,70.60647511332229,10800.0,10800.0,0.4395,499.64166666666665
2025-02-01,31,05:00-05:10,570.2481417799889,570.2481417799889,0.0,0.0,0.0,81.46455844665559,10800.0,10800.0,0.4333,488.78358333333335
2025-02-01,32,05:10-05:20,570.2481417799889,570.2481417799889,0.0,0.0,0.0,71.73270844665558,10800.0,10800.0,0.4439,498.5154333333334
2025-02-01,33,05:20-05:30,573.6141148528568,573.6141148528568,0.0,0.0,0.0,44.39078151952344,10800.0,10800.0,0.4301,529.2233333333334
2025-02-01,34,05:30-05:40,578.8071324856487,578.8071324856487,0.0,0.0,0.0,31.396815818982077,10800.0,10800.0,0.3713,547.4103166666666
2025-02-01,35,05:40-05:50,264.01392593661365,264.01392593661365,0.0,267.167240730053,0.0,0.0,10800.0,10503.147510299941,0.5708,531.1811666666666
2025-02-01,36,05:50-06:00,0.0,0.0,0.0,510.98333333333323,1.1368683772161603e-13,0.0,10503.147510299941,9935.388251040682,0.9099,510.98333333333335
2025-02-01,37,06:00-06:10,0.0,0.0,0.0,535.1871833333333,0.0,0.0,9935.388251040682,9340.735825114756,0.9368,535.1871833333333
2025-02-01,38,06:10-06:20,0.0,0.0,0.0,533.3553333333329,4.547473508864641e-13,0.0,9340.735825114756,8748.11878807772,0.8758,533.3553333333333
2025-02-01,39,06:20-06:30,0.0,0.0,0.0,504.5199999999998,1.7053025658242404e-13,0.0,8748.11878807772,8187.541010299942,0.8759,504.52
2025-02-01,40,06:30-06:40,0.0,0.0,0.0,519.5536833333335,0.0,0.0,8187.541010299942,7610.259139929572,0.8601,519.5536833333333
2025-02-01,41,06:40-06:50,0.0,0.0,0.0,551.4800833333331,1.1368683772161603e-13,0.0,7610.259139929572,6997.503491781424,0.8442,551.4800833333333
2025-02-01,42,06:50-07:00,0.0,0.0,0.0,552.0416666666666,0.0,0.0,6997.503491781424,6384.123862151794,0.8334,552.0416666666666
2025-02-01,43,07:00-07:10,0.0,0.0,0.0,514.5580499999999,0.0,0.0,6384.123862151794,5812.392695485128,0.8092,514.55805
2025-02-01,44,07:10-07:20,0.0,0.0,0.0,447.9085499999996,3.410605131648481e-13,0.0,5812.392695485128,5314.7165288184615,0.7972,447.90854999999993
2025-02-01,45,07:20-07:30,0.0,0.0,0.0,389.4241666666666,5.684341886080802e-14,0.0,5314.7165288184615,4882.023010299943,0.7644,389.4241666666667
2025-02-01,46,07:30-07:40,0.0,0.0,0.0,377.6537500000001,0.0,0.0,4882.023010299943,4462.407732522165,0.6899,377.65374999999995
2025-02-01,47,07:40-07:50,0.0,0.0,0.0,361.1613499999998,1.7053025658242404e-13,0.0,4462.407732522165,4061.1173436332765,0.86,361.16135
2025-02-01,48,07:50-08:00,0.0,0.0,0.0,299.9229166666667,0.0,0.0,4061.1173436332765,3727.8696584480913,1.1617,299.9229166666667
2025-02-01,49,08:00-08:10,0.0,0.0,0.0,202.22623333333317,1.9895196601282805e-13,0.0,3727.8696584480913,3503.1738436332766,1.1683,202.2262333333334
2025-02-01,50,08:10-08:20,0.0,0.0,0.0,129.79259999999996,2.842170943040401e-14,0.0,3503.1738436332766,3358.9598436332767,1.0956,129.7926
2025-02-01,51,08:20-08:30,0.0,0.0,0.0,86.28458333333337,0.0,0.0,3358.9598436332767,3263.0880843740174,1.0849,86.28458333333333
2025-02-01,52,08:30-08:40,0.0,0.0,0.0,35.96914999999999,0.0,0.0,3263.0880843740174,3223.122362151795,1.061,35.96914999999998
2025-02-01,53,08:40-08:50,0.0,0.0,0.0,62.453933333333225,7.105427357601002e-14,0.0,3223.122362151795,3153.729102892536,1.043,62.4539333333333
2025-02-01,54,08:50-09:00,0.0,0.0,0.0,115.1766666666666,1.2789769243681803e-13,0.0,3153.729102892536,3025.755028818462,1.036,115.17666666666673
2025-02-01,55,09:00-09:10,0.0,0.0,0.0,45.8241166666664,1.9184653865522705e-13,0.0,3025.755028818462,2974.839343633277,1.0147,45.82411666666659
2025-02-01,56,09:10-09:20,0.0,0.0,31.360500000000076,0.0,0.0,0.0,2974.839343633277,3003.0637936332773,0.9922,-31.360500000000076
2025-02-01,57,09:20-09:30,0.0,0.0,61.70083333333332,0.0,0.0,0.0,3003.0637936332773,3058.594543633277,0.97,-61.70083333333332
2025-02-01,58,09:30-09:40,0.0,0.0,105.10811666666662,0.0,0.0,0.0,3058.594543633277,3153.191848633277,0.9422,-105.10811666666662
2025-02-01,59,09:40-09:50,0.0,0.0,170.19725,0.0,0.0,0.0,3153.191848633277,3306.369373633277,0.9569,-170.19725000000003
2025-02-01,60,09:50-10:00,0.0,0.0,215.43041666666664,0.0,0.0,0.0,3306.369373633277,3500.256748633277,0.9977,-215.43041666666667
2025-02-01,61,10:00-10:10,0.0,0.0,200.4176333333333,0.0,0.0,0.0,3500.256748633277,3680.6326186332767,0.9919,-200.41763333333333
2025-02-01,62,10:10-10:20,0.0,0.0,226.9201833333333,0.0,0.0,0.0,3680.6326186332767,3884.8607836332767,0.9588,-226.9201833333333
2025-02-01,63,10:20-10:30,0.0,0.0,292.22541666666666,0.0,0.0,0.0,3884.8607836332767,4147.863658633277,0.9549,-292.22541666666666
2025-02-01,64,10:30-10:40,0.0,0.0,301.08773333333335,0.0,0.0,0.0,4147.863658633277,4418.842618633277,0.9839,-301.08773333333335
2025-02-01,65,10:40-10:50,0.0,0.0,343.21740000000005,0.0,0.0,0.0,4418.842618633277,4727.738278633277,0.799,-343.21740000000005
2025-02-01,66,10:50-11:00,0.0,0.0,407.3499999999999,0.0,0.0,0.0,4727.738278633277,5094.353278633277,0.5025,-407.3499999999999
2025-02-01,67,11:00-11:10,0.0,0.0,388.48346666666663,0.0,0.0,0.0,5094.353278633277,5443.988398633277,0.4662,-388.48346666666663
2025-02-01,68,11:10-11:20,0.0,0.0,395.2400666666666,0.0,0.0,0.0,5443.988398633277,5799.704458633277,0.5007,-395.2400666666667
2025-02-01,69,11:20-11:30,0.0,0.0,444.5275,0.0,0.0,0.0,5799.704458633277,6199.7792086332765,0.4827,-444.5275
2025-02-01,70,11:30-11:40,0.0,0.0,444.1071,0.0,0.0,0.0,6199.7792086332765,6599.475598633277,0.4785,-444.1071
2025-02-01,71,11:40-11:50,0.0,0.0,448.2673333333333,0.0,0.0,0.0,6599.475598633277,7002.9161986332765,0.4662,-448.2673333333333
2025-02-01,72,11:50-12:00,434.91784665975143,0.0,460.6229166666667,0.0,0.0,0.0,7002.9161986332765,7417.476823633277,0.4432,-460.6229166666667
