日期,时段开始,时段结束,电价_元每kWh,实际净负荷_kW,计划购电_kWh,充电_kWh,放电_kWh,紧急购电_kWh,富余电量_kWh,期初储电量_kWh,期末储电量_kWh,计划费用_元,紧急费用_元
2025-02-01,00:00,00:10,0.4248,2532.1822,445.4552526527567,0.0,0.0,0.0,23.424885986090032,10800.0,10800.0,189.22939132689106,0.0
2025-02-01,00:10,00:20,0.4245,2492.4439,449.68243585795426,0.0,0.0,0.0,34.27511919128756,10800.0,10800.0,190.89019402170157,0.0
2025-02-01,00:20,00:30,0.4269,2464.3,451.4946085743341,0.0,0.0,0.0,40.77794190766741,10800.0,10800.0,192.74304840038323,0.0
2025-02-01,00:30,00:40,0.4272,2581.7688,453.27570671028485,0.0,0.0,0.0,22.9809067102849,10800.0,10800.0,193.6393819066337,0.0
2025-02-01,00:40,00:50,0.4271,2546.4635,460.2481312200135,0.0,0.0,0.0,35.83754788668017,10800.0,10800.0,196.57197684406773,0.0
2025-02-01,00:50,01:00,0.4285,2436.31,459.8281670808385,0.0,0.0,0.0,53.77650041417189,10800.0,10800.0,197.0363695941393,0.0
2025-02-01,01:00,01:10,0.4311,2620.5011,464.2765261382226,0.0,0.0,0.0,27.526342804889282,10800.0,10800.0,200.14961041818776,0.0
2025-02-01,01:10,01:20,0.4302,2710.7861,458.1290199574486,0.0,0.0,0.0,6.331336624115295,10800.0,10800.0,197.0871043856944,0.0
2025-02-01,01:20,01:30,0.4279,2676.48,459.84195967658866,0.0,0.0,0.0,13.761959676588674,10800.0,10800.0,196.76637454561228,0.0
2025-02-01,01:30,01:40,0.4312,2830.598,465.51759210991213,0.0,6.2487412234204385,7.389644451905042e-13,0.0,10800.0,10793.0569541962,200.73118571779412,1.5932073438307272e-12
2025-02-01,01:40,01:50,0.4333,2688.1558,486.1926077815684,7.714495337556096,0.0,0.0,30.452145777345685,10793.0569541962,10800.0,210.66725695175361,0.0
2025-02-01,01:50,02:00,0.4311,2384.42,494.4564529500176,0.0,0.0,0.0,97.05311961668428,10800.0,10800.0,213.16017686675258,0.0
2025-02-01,02:00,02:10,0.4293,2604.5438,494.4564529500176,0.0,0.0,0.0,60.36581961668429,10800.0,10800.0,212.27015525144256,0.0
2025-02-01,02:10,02:20,0.4324,2943.3655,494.4564529500176,0.0,0.0,0.0,3.895536283350964,10800.0,10800.0,213.8029702555876,0.0
2025-02-01,02:20,02:30,0.4367,3019.32,499.4592017464903,0.0,3.760798253509347,3.863576125695545e-13,0.0,10800.0,10795.821335273879,218.1138334026923,8.436118470456222e-13
2025-02-01,02:30,02:40,0.4348,2844.4369,501.22083613835804,4.642960806801663,0.0,0.0,22.50505866488972,10795.821335273879,10800.0,217.9308195529581,0.0
2025-02-01,02:40,02:50,0.4335,2768.3064,509.6695629232594,0.0,0.0,0.0,48.285162923259406,10800.0,10800.0,220.94175552723294,0.0
2025-02-01,02:50,03:00,0.4357,2861.65,511.5510639710585,0.0,0.0,0.0,34.60939730439185,10800.0,10800.0,222.88279857219018,0.0
2025-02-01,03:00,03:10,0.4374,2900.3973,510.1350382411175,0.0,0.0,0.0,26.735488241117537,10800.0,10800.0,223.1330657266648,0.0
2025-02-01,03:10,03:20,0.4371,2919.6115,510.1350382411175,0.0,0.0,0.0,23.533121574450888,10800.0,10800.0,222.98002521519246,0.0
2025-02-01,03:20,03:30,0.4356,2993.09,510.6459282656466,0.0,0.0,0.0,11.797594932313245,10800.0,10800.0,222.43736635251565,0.0
2025-02-01,03:30,03:40,0.4353,3109.8584,510.6459282656466,0.0,7.663805067686735,0.0,0.0,10800.0,10791.484661035904,222.28417257403598,0.0
2025-02-01,03:40,03:50,0.436,3054.8008,510.6459282656466,1.5124615989799395,0.0,0.0,0.0,10791.484661035904,10792.845876474985,222.6416247238219,0.0
2025-02-01,03:50,04:00,0.4378,2901.7,543.2855933612796,7.949026138905739,0.0,0.0,51.7199005557072,10792.845876474985,10800.0,237.8504327735682,0.0
2025-02-01,04:00,04:10,0.4401,2947.1208,534.6933117055042,0.0,0.0,0.0,43.50651170550424,10800.0,10800.0,235.31852648159241,0.0
2025-02-01,04:10,04:20,0.4389,3027.8717,514.4111772655722,0.0,0.0,0.0,9.76589393223884,10800.0,10800.0,225.77506570185963,0.0
2025-02-01,04:20,04:30,0.4364,3033.47,534.6645953052351,0.0,0.0,0.0,29.086261971901877,10800.0,10800.0,233.32762939120462,0.0
2025-02-01,04:30,04:40,0.4393,3019.3858,543.2855933612796,0.0,0.0,0.0,40.05462669461292,10800.0,10800.0,238.66536116361013,0.0
2025-02-01,04:40,04:50,0.4422,3017.0805,517.7015460572417,0.0,0.0,0.0,14.854796057241686,10800.0,10800.0,228.92762366651226,0.0
2025-02-01,04:50,05:00,0.4395,2997.85,548.4488504173135,0.0,0.0,0.0,48.8071837506468,10800.0,10800.0,241.04326975840925,0.0
2025-02-01,05:00,05:10,0.4333,2932.7015,548.4488504173135,0.0,0.0,0.0,59.6652670839801,10800.0,10800.0,237.64288688582192,0.0
2025-02-01,05:10,05:20,0.4439,2991.0926000000004,517.7015460572417,0.0,0.0,0.0,19.18611272390831,10800.0,10800.0,229.80771629480958,0.0
2025-02-01,05:20,05:30,0.4301,3175.34,551.8148234901814,0.0,0.0,0.0,22.591490156848067,10800.0,10800.0,237.33555558312702,0.0
2025-02-01,05:30,05:40,0.3713,3284.4619,557.0078411229732,0.0,0.0,0.0,9.597524456306587,10800.0,10800.0,206.81701140895996,0.0
2025-02-01,05:40,05:50,0.5708,3187.087,0.0,0.0,531.1811666666666,0.0,0.0,10800.0,10209.798703703704,0.0,0.0
2025-02-01,05:50,06:00,0.9099,3065.9,0.0,0.0,510.98333333333323,1.1368683772161603e-13,0.0,10209.798703703704,9642.039444444445,0.0,5.172182682144921e-13
2025-02-01,06:00,06:10,0.9368,3211.1231,0.0,0.0,535.1871833333333,0.0,0.0,9642.039444444445,9047.387018518519,0.0,0.0
2025-02-01,06:10,06:20,0.8758,3200.132,0.0,0.0,533.3553333333329,4.547473508864641e-13,0.0,9047.387018518519,8454.769981481482,0.0,1.9913386495318266e-12
2025-02-01,06:20,06:30,0.8759,3027.12,0.0,0.0,504.5199999999998,1.7053025658242404e-13,0.0,8454.769981481482,7894.192203703705,0.0,7.468372587027261e-13
2025-02-01,06:30,06:40,0.8601,3117.3221,0.0,0.0,519.5536833333335,0.0,0.0,7894.192203703705,7316.910333333334,0.0,0.0
2025-02-01,06:40,06:50,0.8442,3308.8804999999998,0.0,0.0,551.4800833333331,1.1368683772161603e-13,0.0,7316.910333333334,6704.154685185186,0.0,4.798721420229413e-13
2025-02-01,06:50,07:00,0.8334,3312.25,0.0,0.0,552.0416666666666,0.0,0.0,6704.154685185186,6090.775055555557,0.0,0.0
2025-02-01,07:00,07:10,0.8092,3087.3482999999997,0.0,0.0,514.5580499999999,0.0,0.0,6090.775055555557,5519.04388888889,0.0,0.0
2025-02-01,07:10,07:20,0.7972,2687.4512999999997,0.0,0.0,447.9085499999996,3.410605131648481e-13,0.0,5519.04388888889,5021.367722222224,0.0,1.3594672054750845e-12
2025-02-01,07:20,07:30,0.7644,2336.545,0.0,0.0,389.4241666666666,5.684341886080802e-14,0.0,5021.367722222224,4588.674203703706,0.0,2.1725554688600824e-13
2025-02-01,07:30,07:40,0.6899,2265.9224999999997,0.0,0.0,377.6537500000001,0.0,0.0,4588.674203703706,4169.058925925928,0.0,0.0
2025-02-01,07:40,07:50,0.86,2166.9681,0.0,0.0,361.1613499999998,1.7053025658242404e-13,0.0,4169.058925925928,3767.768537037039,0.0,7.332801033044233e-13
2025-02-01,07:50,08:00,1.1617,1799.5375000000001,0.0,0.0,299.9229166666667,0.0,0.0,3767.768537037039,3434.520851851854,0.0,0.0
2025-02-01,08:00,08:10,1.1683,1213.3574000000003,0.0,0.0,202.22623333333317,1.9895196601282805e-13,0.0,3434.520851851854,3209.8250370370392,0.0,1.1621779094639352e-12
2025-02-01,08:10,08:20,1.0956,778.7556,0.0,0.0,129.79259999999996,2.842170943040401e-14,0.0,3209.8250370370392,3065.6110370370393,0.0,1.5569412425975315e-13
2025-02-01,08:20,08:30,1.0849,517.7075,0.0,0.0,86.28458333333337,0.0,0.0,3065.6110370370393,2969.73927777778,0.0,0.0
2025-02-01,08:30,08:40,1.061,215.81489999999985,0.0,0.0,35.96914999999999,0.0,0.0,2969.73927777778,2929.773555555558,0.0,0.0
2025-02-01,08:40,08:50,1.043,374.7235999999998,0.0,0.0,62.453933333333225,7.105427357601002e-14,0.0,2929.773555555558,2860.3802962962986,0.0,3.7054803669889224e-13
2025-02-01,08:50,09:00,1.036,691.0600000000004,0.0,0.0,115.1766666666666,1.2789769243681803e-13,0.0,2860.3802962962986,2732.4062222222246,0.0,6.625100468227174e-13
2025-02-01,09:00,09:10,1.0147,274.94469999999956,0.0,0.0,45.8241166666664,1.9184653865522705e-13,0.0,2732.4062222222246,2681.4905370370398,0.0,9.733334138672942e-13
2025-02-01,09:10,09:20,0.9922,-188.16300000000047,0.0,31.360500000000076,0.0,0.0,0.0,2681.4905370370398,2709.71498703704,0.0,0.0
2025-02-01,09:20,09:30,0.97,-370.2049999999999,0.0,61.70083333333332,0.0,0.0,0.0,2709.71498703704,2765.24573703704,0.0,0.0
2025-02-01,09:30,09:40,0.9422,-630.6486999999997,0.0,105.10811666666662,0.0,0.0,0.0,2765.24573703704,2859.8430420370396,0.0,0.0
2025-02-01,09:40,09:50,0.9569,-1021.1835000000001,0.0,170.19725,0.0,0.0,0.0,2859.8430420370396,3013.0205670370397,0.0,0.0
2025-02-01,09:50,10:00,0.9977,-1292.5825,0.0,215.43041666666664,0.0,0.0,0.0,3013.0205670370397,3206.9079420370394,0.0,0.0
2025-02-01,10:00,10:10,0.9919,-1202.5058,0.0,200.4176333333333,0.0,0.0,0.0,3206.9079420370394,3387.2838120370393,0.0,0.0
2025-02-01,10:10,10:20,0.9588,-1361.5211,0.0,226.9201833333333,0.0,0.0,0.0,3387.2838120370393,3591.5119770370393,0.0,0.0
2025-02-01,10:20,10:30,0.9549,-1753.3525,0.0,292.22541666666666,0.0,0.0,0.0,3591.5119770370393,3854.5148520370394,0.0,0.0
2025-02-01,10:30,10:40,0.9839,-1806.5264000000002,0.0,301.08773333333335,0.0,0.0,0.0,3854.5148520370394,4125.49381203704,0.0,0.0
2025-02-01,10:40,10:50,0.799,-2059.3044000000004,0.0,343.21740000000005,0.0,0.0,0.0,4125.49381203704,4434.38947203704,0.0,0.0
2025-02-01,10:50,11:00,0.5025,-2444.0999999999995,0.0,407.3499999999999,0.0,0.0,0.0,4434.38947203704,4801.00447203704,0.0,0.0
2025-02-01,11:00,11:10,0.4662,-2330.9008,0.0,388.48346666666663,0.0,0.0,0.0,4801.00447203704,5150.63959203704,0.0,0.0
2025-02-01,11:10,11:20,0.5007,-2371.4404,0.0,395.2400666666666,0.0,0.0,0.0,5150.63959203704,5506.355652037039,0.0,0.0
2025-02-01,11:20,11:30,0.4827,-2667.165,0.0,444.5275,0.0,0.0,0.0,5506.355652037039,5906.430402037039,0.0,0.0
2025-02-01,11:30,11:40,0.4785,-2664.6426,0.0,444.1071,0.0,0.0,0.0,5906.430402037039,6306.126792037039,0.0,0.0
2025-02-01,11:40,11:50,0.4662,-2689.604,0.0,448.2673333333333,0.0,0.0,0.0,6306.126792037039,6709.567392037039,0.0,0.0
2025-02-01,11:50,12:00,0.4432,-2763.7375,0.0,460.6229166666667,0.0,0.0,0.0,6709.567392037039,7124.128017037039,0.0,0.0
2025-02-01,12:00,12:10,0.4411,-2571.8509,392.36364710027624,821.0054637669429,0.0,0.0,0.0,7124.128017037039,7863.032934427288,173.07160473593186,0.0
2025-02-01,12:10,12:20,0.4551,-2558.3236,0.0,426.3872666666667,0.0,0.0,0.0,7863.032934427288,8246.781474427287,0.0,0.0
