date,slot,interval,initial,ordinary,charge,discharge,emergency,spill,before,after,net_kwh,price,issue,net_kw
2025-02-01,0,00:00-00:10,467.25454401543175,467.25454401543175,0.0,0.0,0.0,45.22417734876507,10800.0,10800.0,422.0303666666667,0.3281,0.0,2532.1822
2025-02-01,1,00:10-00:20,471.4817272206297,471.4817272206297,0.0,0.0,0.0,56.07441055396299,10800.0,10800.0,415.4073166666667,0.3257,0.0,2492.4439
2025-02-01,2,00:20-00:30,473.2938999370096,473.2938999370096,0.0,0.0,0.0,62.5772332703429,10800.0,10800.0,410.7166666666667,0.3041,0.0,2464.3
2025-02-01,3,00:30-00:40,475.07499807296034,475.07499807296034,0.0,0.0,0.0,44.78019807296039,10800.0,10800.0,430.29479999999995,0.3126,0.0,2581.7688
2025-02-01,4,00:40-00:50,482.04742258268897,482.04742258268897,0.0,0.0,0.0,57.63683924935566,10800.0,10800.0,424.4105833333333,0.3286,0.0,2546.4635
2025-02-01,5,00:50-01:00,481.62745844351394,481.62745844351394,0.0,0.0,0.0,75.57579177684727,10800.0,10800.0,406.0516666666667,0.3438,0.0,2436.31
2025-02-01,6,01:00-01:10,486.07581750089804,486.07581750089804,0.0,0.0,0.0,49.325634167564715,10800.0,10800.0,436.7501833333333,0.3704,0.0,2620.5011
2025-02-01,7,01:10-01:20,479.92831132012407,479.92831132012407,0.0,0.0,0.0,28.130627986790785,10800.0,10800.0,451.7976833333333,0.3746,0.0,2710.7861
2025-02-01,8,01:20-01:30,481.6412510392641,481.6412510392641,0.0,0.0,0.0,35.56125103926411,10800.0,10800.0,446.08,0.3606,0.0,2676.48
2025-02-01,9,01:30-01:40,487.3168834725882,487.3168834725882,0.0,0.0,0.0,15.55055013925488,10800.0,10800.0,471.7663333333333,0.3582,0.0,2830.598
2025-02-01,10,01:40-01:50,507.9918991442439,507.9918991442439,0.0,0.0,0.0,59.96593247757727,10800.0,10800.0,448.02596666666665,0.3041,0.0,2688.1558
2025-02-01,11,01:50-02:00,516.2557443126931,516.2557443126931,0.0,0.0,0.0,118.85241097935972,10800.0,10800.0,397.40333333333336,0.2537,0.0,2384.42
2025-02-01,12,02:00-02:10,516.2557443126931,516.2557443126931,0.0,0.0,0.0,82.16511097935978,10800.0,10800.0,434.0906333333333,0.3346,0.0,2604.5438
2025-02-01,13,02:10-02:20,516.2557443126931,516.2557443126931,0.0,0.0,0.0,25.694827646026454,10800.0,10800.0,490.5609166666666,0.3971,0.0,2943.3655
2025-02-01,14,02:20-02:30,521.2584931091658,521.2584931091658,0.0,0.0,0.0,18.038493109165756,10800.0,10800.0,503.22,0.367,0.0,3019.32
2025-02-01,15,02:30-02:40,523.0201275010335,523.0201275010335,0.0,0.0,0.0,48.94731083436676,10800.0,10800.0,474.0728166666667,0.3185,0.0,2844.4369
2025-02-01,16,02:40-02:50,531.4688542859349,531.4688542859349,0.0,0.0,0.0,70.0844542859349,10800.0,10800.0,461.38439999999997,0.3285,0.0,2768.3064
2025-02-01,17,02:50-03:00,533.350355333734,533.350355333734,0.0,0.0,0.0,56.40868866706734,10800.0,10800.0,476.94166666666666,0.3772,0.0,2861.65
2025-02-01,18,03:00-03:10,531.934329603793,531.934329603793,0.0,0.0,0.0,48.53477960379297,10800.0,10800.0,483.39955000000003,0.3815,0.0,2900.3973
2025-02-01,19,03:10-03:20,531.934329603793,531.934329603793,0.0,0.0,0.0,45.33241293712632,10800.0,10800.0,486.6019166666667,0.3822,0.0,2919.6115
2025-02-01,20,03:20-03:30,532.4452196283221,532.4452196283221,0.0,0.0,0.0,33.596886294988735,10800.0,10800.0,498.84833333333336,0.3962,0.0,2993.09
2025-02-01,21,03:30-03:40,532.4452196283221,532.4452196283221,0.0,0.0,0.0,14.13548629498871,10800.0,10800.0,518.3097333333334,0.3879,0.0,3109.8584
2025-02-01,22,03:40-03:50,532.4452196283221,532.4452196283221,0.0,0.0,0.0,23.31175296165543,10800.0,10800.0,509.13346666666666,0.3405,0.0,3054.8008
2025-02-01,23,03:50-04:00,565.084884723955,565.084884723955,0.0,0.0,0.0,81.46821805728842,10800.0,10800.0,483.6166666666666,0.3164,0.0,2901.7
2025-02-01,24,04:00-04:10,556.4926030681797,556.4926030681797,0.0,0.0,0.0,65.30580306817973,10800.0,10800.0,491.1868,0.3916,0.0,2947.1208
2025-02-01,25,04:10-04:20,536.2104686282477,536.2104686282477,0.0,0.0,0.0,31.56518529491433,10800.0,10800.0,504.64528333333334,0.4109,0.0,3027.8717
2025-02-01,26,04:20-04:30,556.7628274718812,556.7628274718812,0.0,0.0,0.0,51.184494138547905,10800.0,10800.0,505.5783333333333,0.361,0.0,3033.47
2025-02-01,27,04:30-04:40,565.084884723955,565.084884723955,0.0,0.0,0.0,61.853918057288354,10800.0,10800.0,503.2309666666667,0.3799,0.0,3019.3858
2025-02-01,28,04:40-04:50,570.2481417799889,570.2481417799889,0.0,0.0,0.0,67.40139177998896,10800.0,10800.0,502.84675,0.4094,0.0,3017.0805
2025-02-01,29,04:50-05:00,570.2481417799889,570.2481417799889,0.0,0.0,0.0,70.60647511332229,10800.0,10800.0,499.64166666666665,0.4052,0.0,2997.85
2025-02-01,30,05:00-05:10,570.2481417799889,570.2481417799889,0.0,0.0,0.0,81.46455844665559,10800.0,10800.0,488.78358333333335,0.3896,0.0,2932.7015
2025-02-01,31,05:10-05:20,570.2481417799896,570.2481417799896,0.0,0.0,0.0,71.7327084466562,10800.0,10800.0,498.5154333333334,0.3908,0.0,2991.0926000000004
2025-02-01,32,05:20-05:30,573.6141148528569,573.6141148528569,0.0,0.0,0.0,44.39078151952356,10800.0,10800.0,529.2233333333334,0.3821,0.0,3175.34
2025-02-01,33,05:30-05:40,578.8071324856487,578.8071324856487,0.0,0.0,0.0,31.396815818982077,10800.0,10800.0,547.4103166666666,0.3475,0.0,3284.4619
2025-02-01,34,05:40-05:50,573.8843392565601,573.8843392565601,0.0,0.0,0.0,42.703172589893484,10800.0,10800.0,531.1811666666666,0.5182,0.0,3187.0869999999995
2025-02-01,35,05:50-06:00,0.0,0.0,0.0,510.98333333333323,1.1368683772161603e-13,0.0,10800.0,10232.24074074074,510.98333333333335,0.8102,0.0,3065.9
2025-02-01,36,06:00-06:10,0.0,0.0,0.0,535.1871833333333,0.0,0.0,10232.24074074074,9637.588314814815,535.1871833333333,0.8756,1.0,3211.1231
2025-02-01,37,06:10-06:20,0.0,0.0,0.0,533.3553333333329,4.547473508864641e-13,0.0,9637.588314814815,9044.971277777779,533.3553333333333,0.818,1.0,3200.1319999999996
2025-02-01,38,06:20-06:30,0.0,0.0,0.0,504.5200000000006,0.0,0.0,9044.971277777779,8484.3935,504.52,0.7708,1.0,3027.12
2025-02-01,39,06:30-06:40,0.0,0.0,0.0,519.5536833333335,0.0,0.0,8484.3935,7907.1116296296295,519.5536833333333,0.7715,1.0,3117.3221
2025-02-01,40,06:40-06:50,0.0,0.0,0.0,551.4800833333331,1.1368683772161603e-13,0.0,7907.1116296296295,7294.355981481482,551.4800833333333,0.8181,1.0,3308.8804999999993
2025-02-01,41,06:50-07:00,0.0,0.0,0.0,552.0416666666666,0.0,0.0,7294.355981481482,6680.976351851852,552.0416666666666,0.8678,1.0,3312.25
2025-02-01,42,07:00-07:10,0.0,0.0,0.0,514.5580499999999,1.1368683772161603e-13,0.0,6680.976351851852,6109.245185185186,514.55805,0.864,1.0,3087.3482999999997
2025-02-01,43,07:10-07:20,0.0,0.0,0.0,447.9085499999996,3.410605131648481e-13,0.0,6109.245185185186,5611.569018518519,447.90854999999993,0.8237,1.0,2687.4512999999997
2025-02-01,44,07:20-07:30,0.0,0.0,0.0,389.4241666666666,5.684341886080802e-14,0.0,5611.569018518519,5178.875500000001,389.4241666666667,0.7654,1.0,2336.545
2025-02-01,45,07:30-07:40,0.0,0.0,0.0,377.6537500000001,0.0,0.0,5178.875500000001,4759.260222222223,377.65374999999995,0.7258,1.0,2265.9224999999997
2025-02-01,46,07:40-07:50,0.0,0.0,0.0,361.1613499999998,2.2737367544323206e-13,0.0,4759.260222222223,4357.9698333333345,361.16135,0.8697,1.0,2166.9681
2025-02-01,47,07:50-08:00,0.0,0.0,0.0,299.9229166666667,0.0,0.0,4357.9698333333345,4024.7221481481492,299.9229166666667,1.0783,1.0,1799.5375000000004
2025-02-01,48,08:00-08:10,0.0,0.0,0.0,202.2262333333336,0.0,0.0,4024.7221481481492,3800.026333333334,202.2262333333334,1.0448,1.0,1213.3574000000003
2025-02-01,49,08:10-08:20,0.0,0.0,0.0,129.79259999999996,2.842170943040401e-14,0.0,3800.026333333334,3655.812333333334,129.7926,0.9667,1.0,778.7556
2025-02-01,50,08:20-08:30,0.0,0.0,0.0,86.28458333333337,0.0,0.0,3655.812333333334,3559.940574074075,86.28458333333333,0.9429,1.0,517.7075
2025-02-01,51,08:30-08:40,0.0,0.0,0.0,35.96914999999999,0.0,0.0,3559.940574074075,3519.9748518518527,35.96914999999998,0.893,1.0,215.81489999999985
2025-02-01,52,08:40-08:50,0.0,0.0,0.0,62.453933333333225,7.815970093361102e-14,0.0,3519.9748518518527,3450.5815925925936,62.4539333333333,0.9266,1.0,374.7235999999998
2025-02-01,53,08:50-09:00,0.0,0.0,0.0,115.1766666666666,1.2789769243681803e-13,0.0,3450.5815925925936,3322.6075185185196,115.17666666666673,0.9995,1.0,691.0600000000004
2025-02-01,54,09:00-09:10,0.0,0.0,0.0,45.8241166666664,1.9184653865522705e-13,0.0,3322.6075185185196,3271.6918333333347,45.82411666666659,0.9415,1.0,274.94469999999956
2025-02-01,55,09:10-09:20,0.0,0.0,31.360500000000076,0.0,0.0,0.0,3271.6918333333347,3299.916283333335,-31.360500000000076,0.8825,1.0,-188.16300000000047
2025-02-01,56,09:20-09:30,0.0,0.0,61.70083333333332,0.0,0.0,0.0,3299.916283333335,3355.4470333333347,-61.70083333333332,0.8929,1.0,-370.2049999999999
2025-02-01,57,09:30-09:40,0.0,0.0,105.10811666666662,0.0,0.0,0.0,3355.4470333333347,3450.0443383333345,-105.10811666666662,0.9059,1.0,-630.6486999999997
2025-02-01,58,09:40-09:50,0.0,0.0,170.19725000000003,0.0,0.0,0.0,3450.0443383333345,3603.2218633333346,-170.19725000000003,0.8581,1.0,-1021.1835000000001
2025-02-01,59,09:50-10:00,0.0,0.0,215.43041666666667,0.0,0.0,0.0,3603.2218633333346,3797.1092383333344,-215.43041666666667,0.8084,1.0,-1292.5825
2025-02-01,60,10:00-10:10,0.0,0.0,200.41763333333333,0.0,0.0,0.0,3797.1092383333344,3977.485108333334,-200.41763333333333,0.8605,1.0,-1202.5058
