date,slot,interval,initial,ordinary,charge,discharge,emergency,spill,before,after,net_kwh,price,issue,net_kw
2025-02-01,0,00:00-00:10,481.7823949377329,481.7823949377329,0.0,0.0,0.0,59.752028271066195,10800.0,10800.0,422.0303666666667,0.3281,0.0,2532.1822
2025-02-01,1,00:10-00:20,477.7338584645867,477.7338584645867,0.0,0.0,0.0,62.326541797920015,10800.0,10800.0,415.4073166666667,0.3257,0.0,2492.4439
2025-02-01,2,00:20-00:30,480.6818613757769,480.6818613757769,0.0,0.0,0.0,69.96519470911022,10800.0,10800.0,410.7166666666667,0.3041,0.0,2464.3
2025-02-01,3,00:30-00:40,490.7589728725752,490.7589728725752,0.0,0.0,0.0,60.46417287257526,10800.0,10800.0,430.29479999999995,0.3126,0.0,2581.7688
2025-02-01,4,00:40-00:50,497.42566068053196,497.42566068053196,0.0,0.0,0.0,73.01507734719866,10800.0,10800.0,424.4105833333333,0.3286,0.0,2546.4635
2025-02-01,5,00:50-01:00,491.50957034213826,491.50957034213826,0.0,0.0,0.0,85.45790367547158,10800.0,10800.0,406.0516666666667,0.3438,0.0,2436.31
2025-02-01,6,01:00-01:10,492.58792847023125,492.58792847023125,0.0,0.0,0.0,55.83774513689792,10800.0,10800.0,436.7501833333333,0.3704,0.0,2620.5011
2025-02-01,7,01:10-01:20,493.22854639364135,493.22854639364135,0.0,0.0,0.0,41.43086306030807,10800.0,10800.0,451.7976833333333,0.3746,0.0,2710.7861
2025-02-01,8,01:20-01:30,494.9414861127814,494.9414861127814,0.0,0.0,0.0,48.86148611278139,10800.0,10800.0,446.08,0.3606,0.0,2676.48
2025-02-01,9,01:30-01:40,498.8885697564774,498.8885697564774,0.0,0.0,0.0,27.122236423144102,10800.0,10800.0,471.7663333333333,0.3582,0.0,2830.598
2025-02-01,10,01:40-01:50,516.1064348621928,516.1064348621928,0.0,0.0,0.0,68.08046819552618,10800.0,10800.0,448.02596666666665,0.3041,0.0,2688.1558
2025-02-01,11,01:50-02:00,515.5271866981723,515.5271866981723,0.0,0.0,0.0,118.12385336483891,10800.0,10800.0,397.40333333333336,0.2537,0.0,2384.42
2025-02-01,12,02:00-02:10,528.5849282419746,528.5849282419746,0.0,0.0,0.0,94.49429490864128,10800.0,10800.0,434.0906333333333,0.3346,0.0,2604.5438
2025-02-01,13,02:10-02:20,554.7863835311231,554.7863835311231,0.0,0.0,0.0,64.22546686445645,10800.0,10800.0,490.5609166666666,0.3971,0.0,2943.3655
2025-02-01,14,02:20-02:30,524.1133360534734,524.1133360534734,0.0,0.0,0.0,20.893336053473377,10800.0,10800.0,503.22,0.367,0.0,3019.32
2025-02-01,15,02:30-02:40,522.0818393914998,522.0818393914998,0.0,0.0,0.0,48.00902272483307,10800.0,10800.0,474.0728166666667,0.3185,0.0,2844.4369
2025-02-01,16,02:40-02:50,538.119177689776,538.119177689776,0.0,0.0,0.0,76.73477768977608,10800.0,10800.0,461.38439999999997,0.3285,0.0,2768.3064
2025-02-01,17,02:50-03:00,546.2140975115433,546.2140975115433,0.0,0.0,0.0,69.27243084487662,10800.0,10800.0,476.94166666666666,0.3772,0.0,2861.65
2025-02-01,18,03:00-03:10,539.729448239079,539.729448239079,0.0,0.0,0.0,56.329898239079,10800.0,10800.0,483.39955000000003,0.3815,0.0,2900.3973
2025-02-01,19,03:10-03:20,544.9034631960938,544.9034631960938,0.0,0.0,0.0,58.30154652942707,10800.0,10800.0,486.6019166666667,0.3822,0.0,2919.6115
2025-02-01,20,03:20-03:30,545.691096651765,545.691096651765,0.0,0.0,0.0,46.842763318431594,10800.0,10800.0,498.84833333333336,0.3962,0.0,2993.09
2025-02-01,21,03:30-03:40,536.4133048549256,536.4133048549256,0.0,0.0,0.0,18.103571521592244,10800.0,10800.0,518.3097333333334,0.3879,0.0,3109.8584
2025-02-01,22,03:40-03:50,548.5757641751525,548.5757641751525,0.0,0.0,0.0,39.44229750848581,10800.0,10800.0,509.13346666666666,0.3405,0.0,3054.8008
2025-02-01,23,03:50-04:00,553.2196894114594,553.2196894114594,0.0,0.0,0.0,69.60302274479278,10800.0,10800.0,483.6166666666666,0.3164,0.0,2901.7
2025-02-01,24,04:00-04:10,547.3703898570121,547.3703898570121,0.0,0.0,0.0,56.18358985701212,10800.0,10800.0,491.1868,0.3916,0.0,2947.1208
2025-02-01,25,04:10-04:20,528.0883464625106,528.0883464625106,0.0,0.0,0.0,23.443063129177233,10800.0,10800.0,504.64528333333334,0.4109,0.0,3027.8717
2025-02-01,26,04:20-04:30,544.4839825859607,544.4839825859607,0.0,0.0,0.0,38.90564925262737,10800.0,10800.0,505.5783333333333,0.361,0.0,3033.47
2025-02-01,27,04:30-04:40,549.8646372640964,549.8646372640964,0.0,0.0,0.0,46.63367059742967,10800.0,10800.0,503.2309666666667,0.3799,0.0,3019.3858
2025-02-01,28,04:40-04:50,528.0301865453229,528.0301865453229,0.0,0.0,0.0,25.183436545322877,10800.0,10800.0,502.84675,0.4094,0.0,3017.0805
2025-02-01,29,04:50-05:00,558.319105043249,558.319105043249,0.0,0.0,0.0,58.67743837658236,10800.0,10800.0,499.64166666666665,0.4052,0.0,2997.85
2025-02-01,30,05:00-05:10,559.8315360520006,559.8315360520006,0.0,0.0,0.0,71.04795271866726,10800.0,10800.0,488.78358333333335,0.3896,0.0,2932.7015
2025-02-01,31,05:10-05:20,529.5735816733581,529.5735816733581,0.0,0.0,0.0,31.05814834002473,10800.0,10800.0,498.5154333333334,0.3908,0.0,2991.0926000000004
2025-02-01,32,05:20-05:30,566.5863025545759,566.5863025545759,0.0,0.0,0.0,37.362969221242565,10800.0,10800.0,529.2233333333334,0.3821,0.0,3175.34
2025-02-01,33,05:30-05:40,580.4729353122315,580.4729353122315,0.0,0.0,0.0,33.06261864556484,10800.0,10800.0,547.4103166666666,0.3475,0.0,3284.4619
2025-02-01,34,05:40-05:50,533.0882967703552,533.0882967703552,0.0,0.0,0.0,1.907130103688587,10800.0,10800.0,531.1811666666666,0.5182,0.0,3187.0869999999995
2025-02-01,35,05:50-06:00,0.0,0.0,0.0,510.98333333333323,1.1368683772161603e-13,0.0,10800.0,10232.24074074074,510.98333333333335,0.8102,0.0,3065.9
2025-02-01,36,06:00-06:10,0.0,0.0,0.0,535.1871833333333,0.0,0.0,10232.24074074074,9637.588314814815,535.1871833333333,0.8756,0.0,3211.1231
2025-02-01,37,06:10-06:20,0.0,0.0,0.0,533.3553333333329,4.547473508864641e-13,0.0,9637.588314814815,9044.971277777779,533.3553333333333,0.818,0.0,3200.1319999999996
2025-02-01,38,06:20-06:30,0.0,0.0,0.0,504.5200000000006,0.0,0.0,9044.971277777779,8484.3935,504.52,0.7708,0.0,3027.12
2025-02-01,39,06:30-06:40,0.0,0.0,0.0,519.5536833333335,0.0,0.0,8484.3935,7907.1116296296295,519.5536833333333,0.7715,0.0,3117.3221
2025-02-01,40,06:40-06:50,0.0,0.0,0.0,551.4800833333331,1.1368683772161603e-13,0.0,7907.1116296296295,7294.355981481482,551.4800833333333,0.8181,0.0,3308.8804999999993
2025-02-01,41,06:50-07:00,0.0,0.0,0.0,552.0416666666666,0.0,0.0,7294.355981481482,6680.976351851852,552.0416666666666,0.8678,0.0,3312.25
2025-02-01,42,07:00-07:10,0.0,0.0,0.0,514.5580499999999,1.1368683772161603e-13,0.0,6680.976351851852,6109.245185185186,514.55805,0.864,0.0,3087.3482999999997
2025-02-01,43,07:10-07:20,0.0,0.0,0.0,447.9085499999996,3.410605131648481e-13,0.0,6109.245185185186,5611.569018518519,447.90854999999993,0.8237,0.0,2687.4512999999997
